id,rank,fund_code,fund_name,date,net_value,accumulated_net_value,daily_growth_rate,weekly_growth_rate,monthly_1_growth_rate,monthly_3_growth_rate,monthly_6_growth_rate,yearly_1_growth_rate,yearly_2_growth_rate,yearly_3_growth_rate,ytd_growth_rate,since_inception_growth_rate,custom_growth_rate,fee_rate,is_checked,update_time
71225,14033,015249,国泰海通60天滚动持有中短债C,2026-01-29,1.13,1.13,0.01,0.04,0.22,0.43,0.75,1.77,4.62,8.91,0.2,11.32,1.7193,0.0,0,2026-01-30 11:46:42
71226,14034,016497,建信鑫享短债债券D,2026-01-29,1.107,1.107,0.01,0.04,0.17,0.4,0.76,1.77,4.59,8.45,0.15,9.28,1.7276,0.0,0,2026-01-30 11:46:42
71227,14035,016794,华安沣裕债券A,2026-01-29,1.0513,1.0513,-0.22,-0.23,0.39,0.31,1.63,1.77,6.49,4.33,0.36,5.13,1.7125,0.08,0,2026-01-30 11:46:42
71228,14036,016039,汇添富丰润中短债E,2026-01-29,1.1115,1.1365,0.0,0.04,0.24,0.55,1.12,1.77,6.03,10.04,0.23,10.72,1.7205,0.0,0,2026-01-30 11:46:42
71229,14037,016319,东方臻裕债券C,2026-01-29,1.103,1.119,0.0,0.04,0.22,0.44,0.73,1.77,5.89,11.42,0.22,11.91,1.7148,0.0,0,2026-01-30 11:46:42
71230,14038,018420,汇添富稳航30天持有债券A,2026-01-29,1.0738,1.0738,0.0,0.03,0.19,0.43,0.88,1.77,4.53,,0.17,7.38,1.7241,0.03,0,2026-01-30 11:46:42
71231,14039,010701,恒越内需驱动混合A,2026-01-29,0.7956,0.7956,-0.29,0.49,3.57,-0.48,-3.28,1.77,5.07,-21.0,4.78,-20.44,2.4994,0.15,0,2026-01-30 11:46:42
71232,14040,019802,富国短债债券型D,2026-01-29,1.1808,1.2126,0.0,0.03,0.19,0.43,0.8,1.77,4.32,,0.17,5.32,1.7247,0.04,0,2026-01-30 11:46:42
71233,14041,003193,创金合信尊智纯债债券A,2026-01-29,1.0535,1.2998,0.0,0.05,0.38,0.61,0.95,1.77,5.79,9.98,0.35,33.63,1.7106,0.08,0,2026-01-30 11:46:42
71234,14042,000147,易方达高等级信用债债券A,2026-01-29,1.2325,1.5545,0.0,0.05,0.3,0.42,0.82,1.76,7.54,13.7,0.28,62.8,1.6914,0.08,0,2026-01-30 11:46:42
71235,14043,004828,平安中短债债券C,2026-01-29,1.2241,1.2317,0.01,0.04,0.18,0.58,0.97,1.76,4.38,8.72,0.16,23.58,1.7032,0.0,0,2026-01-30 11:46:42
71236,14044,005754,平安短债A,2026-01-29,1.2455,1.2655,0.01,0.06,0.17,0.39,0.79,1.76,4.35,8.56,0.14,26.98,1.7233,0.03,0,2026-01-30 11:46:42
71237,14045,007017,平安如意中短债A,2026-01-29,1.0988,1.2431,0.0,0.03,0.17,0.37,0.76,1.76,4.34,8.22,0.15,25.21,1.7219,0.03,0,2026-01-30 11:46:42
71238,14046,007744,长盛安逸纯债债券A,2026-01-29,1.2758,1.2758,0.01,0.09,0.45,0.72,1.02,1.76,6.16,12.2,0.41,27.58,1.706,0.05,0,2026-01-30 11:46:42
71239,14047,012942,广发添财90天滚动持有债券C,2026-01-29,1.1308,1.1308,0.01,0.04,0.17,0.39,0.8,1.76,5.0,8.35,0.14,13.08,1.7181,0.0,0,2026-01-30 11:46:42
71240,14048,014477,山证资管90天滚动持有短债C,2026-01-29,1.1189,1.1189,0.01,0.05,0.21,0.46,0.87,1.76,4.06,8.12,0.19,11.89,1.7089,0.0,0,2026-01-30 11:46:42
71241,14049,015439,长盛安逸纯债债券E,2026-01-29,1.2757,1.2757,0.02,0.1,0.45,0.73,1.03,1.76,6.16,12.19,0.42,15.92,1.7142,0.04,0,2026-01-30 11:46:42
71242,14050,015516,建信鑫恒120天滚动持有中短债债券A,2026-01-29,1.1119,1.1119,0.0,0.04,0.21,0.45,0.89,1.76,4.55,8.8,0.19,11.19,1.7106,0.04,0,2026-01-30 11:46:42
71243,14051,016160,天弘安恒60天滚动持有短债C,2026-01-29,1.099,1.099,0.0,0.04,0.21,0.46,0.87,1.76,4.45,8.93,0.18,9.9,1.7216,0.0,0,2026-01-30 11:46:42
71244,14052,017457,建信宁安30天持有期中短债债券C,2026-01-29,1.0791,1.0791,0.01,0.06,0.31,0.6,1.04,1.76,4.52,,0.29,7.91,1.7251,0.0,0,2026-01-30 11:46:42
71245,14053,021220,工银纯债债券D,2026-01-29,1.181,1.2392,0.0,0.07,0.42,0.63,0.84,1.76,,,0.39,4.55,1.7212,0.08,0,2026-01-30 11:46:42
71246,14054,000419,大摩优质信价纯债A,2026-01-29,1.1266,1.4682,0.0,0.06,0.37,0.66,1.16,1.75,7.91,12.29,0.34,53.61,1.6237,0.08,0,2026-01-30 11:46:42
71247,14055,003684,汇安丰融混合A,2026-01-29,1.2199,1.2199,6.28,4.13,2.95,-0.11,-0.14,1.75,-0.82,-32.45,3.77,21.99,3.6361,0.15,0,2026-01-30 11:46:42
71248,14056,006544,平安惠聚纯债债券,2026-01-29,1.0813,1.2513,0.01,0.09,0.34,0.63,0.81,1.75,6.43,11.48,0.34,27.1,1.6789,0.08,0,2026-01-30 11:46:42
71249,14057,519199,万家家享中短债A,2026-01-29,1.051,1.267,0.0,0.02,0.17,0.4,0.75,1.75,4.83,8.58,0.14,28.74,1.7049,0.02,0,2026-01-30 11:46:42
71250,14058,008646,天弘增利短债发起A,2026-01-29,1.1551,1.161,0.0,0.03,0.18,0.43,0.91,1.75,4.21,7.52,0.16,16.13,1.7172,0.03,0,2026-01-30 11:46:42
71251,14059,008578,东海祥苏短债A,2026-01-29,1.1762,1.1762,0.0,0.03,0.15,0.33,0.76,1.75,4.48,8.96,0.14,17.62,1.7034,0.04,0,2026-01-30 11:46:42
71252,14060,008820,大成景悦中短债A,2026-01-29,1.1696,1.1696,0.0,0.03,0.13,0.32,0.68,1.75,6.28,8.35,0.13,16.95,1.6778,0.04,0,2026-01-30 11:46:42
71253,14061,008565,泰康安泽中短债A,2026-01-29,1.1259,1.1259,0.0,0.03,0.15,0.36,0.74,1.75,4.03,7.68,0.14,12.59,1.7073,0.4,0,2026-01-30 11:46:42
71254,14062,012648,鹏华稳泰30天滚动持有债券A,2026-01-29,1.1644,1.1644,0.0,0.03,0.17,0.41,0.77,1.75,6.16,11.55,0.15,16.44,1.6943,0.035,0,2026-01-30 11:46:42
71255,14063,013336,天弘安悦90天滚动持有短债发起C,2026-01-29,1.1125,1.1125,0.0,0.04,0.17,0.45,0.88,1.75,4.3,7.92,0.15,11.25,1.7096,0.0,0,2026-01-30 11:46:42
71256,14064,013902,华安众享180天持有期中短债C,2026-01-29,1.1237,1.1237,-0.01,0.06,0.39,0.53,0.69,1.75,4.69,8.98,0.38,12.37,1.7107,0.0,0,2026-01-30 11:46:42
71257,14065,014517,华夏30天滚动短债发起式A,2026-01-29,1.1136,1.1136,0.01,0.04,0.12,0.37,0.85,1.75,4.53,8.4,0.11,11.36,1.6893,0.02,0,2026-01-30 11:46:42
71258,14066,014250,建信鑫怡90天滚动持有中短债债券A,2026-01-29,1.1224,1.1224,0.01,0.04,0.24,0.5,0.86,1.75,4.83,9.73,0.22,12.24,1.6943,0.02,0,2026-01-30 11:46:42
71259,14067,016608,中金安盈90天持有中短债C,2026-01-29,1.0905,1.0905,0.01,0.07,0.23,0.44,0.77,1.75,4.93,8.53,0.21,9.05,1.7163,0.0,0,2026-01-30 11:46:42
71260,14068,016790,招商鑫利中短债债券A,2026-01-29,1.092,1.092,0.01,0.04,0.16,0.36,0.78,1.75,4.28,8.9,0.14,9.2,1.6665,0.035,0,2026-01-30 11:46:42
71261,14069,018838,广发添财30天持有债券A,2026-01-29,1.0668,1.0668,0.0,0.02,0.12,0.39,0.79,1.75,4.96,,0.1,6.68,1.6969,0.05,0,2026-01-30 11:46:42
71262,14070,019645,汇添富稳鑫90天持有债券A,2026-01-29,1.0728,1.0731,0.01,0.04,0.17,0.4,0.8,1.75,5.36,,0.15,7.31,1.706,0.05,0,2026-01-30 11:46:42
71263,14071,012242,华安添荣中短债A,2026-01-29,1.1043,1.1293,0.0,0.03,0.15,0.36,0.74,1.75,4.63,9.36,0.14,13.18,1.6944,0.03,0,2026-01-30 11:46:42
71264,14072,020259,嘉实稳恒90天持有期债券A,2026-01-29,1.0384,1.0384,0.01,0.03,0.16,0.43,0.79,1.75,,,0.14,3.84,1.7142,0.04,0,2026-01-30 11:46:42
71265,14073,000090,民生加银高等级信用债A,2026-01-29,1.1298,1.1298,0.0,0.03,0.15,0.38,0.78,1.74,4.4,7.59,0.13,12.98,1.7013,0.06,0,2026-01-30 11:46:42
71266,14074,006790,中信保诚景丰C,2026-01-29,1.0777,1.2386,0.01,0.06,0.2,0.42,0.83,1.74,6.6,10.61,0.2,25.99,1.6986,0.0,0,2026-01-30 11:46:42
71267,14075,007582,中泰青月中短债A,2026-01-29,1.2034,1.2034,0.01,0.04,0.24,0.48,0.95,1.74,4.51,8.0,0.22,20.33,1.6986,0.03,0,2026-01-30 11:46:42
71268,14076,007529,嘉实汇鑫中短债A,2026-01-29,1.1118,1.1739,0.0,0.04,0.21,0.44,0.86,1.74,5.08,10.27,0.2,17.8,1.6921,0.04,0,2026-01-30 11:46:42
71269,14077,008211,银华永盛债券,2026-01-29,1.0938,1.1808,0.01,0.05,0.29,0.61,0.87,1.74,5.94,10.2,0.29,18.43,1.697,0.04,0,2026-01-30 11:46:42
71270,14078,002704,德邦锐兴债券A,2026-01-29,1.2883,1.3483,0.02,0.09,0.26,0.32,0.66,1.74,6.51,12.38,0.25,36.34,1.641,0.06,0,2026-01-30 11:46:42
71271,14079,008864,鑫元中短债A,2026-01-29,1.1875,1.192,0.01,0.04,0.16,0.36,0.76,1.74,4.4,9.69,0.14,19.24,1.6956,0.03,0,2026-01-30 11:46:42
71272,14080,012229,华安众鑫90天滚动短债A,2026-01-29,1.1389,1.1389,0.01,0.04,0.18,0.45,0.77,1.74,4.76,8.79,0.17,13.89,1.6875,0.03,0,2026-01-30 11:46:42
71273,14081,011919,恒越短债债券A,2026-01-29,1.1198,1.1198,0.0,0.02,0.12,0.32,0.71,1.74,4.34,7.28,0.1,11.98,1.6891,0.04,0,2026-01-30 11:46:42
71274,14082,012324,兴全恒惠30天持有超短债A,2026-01-29,1.1356,1.1356,0.01,0.04,0.16,0.42,0.83,1.74,4.25,7.86,0.14,13.56,1.7016,0.03,0,2026-01-30 11:46:42
71275,14083,014910,东方红短债债券A,2026-01-29,1.083,1.103,0.01,0.03,0.14,0.37,0.75,1.74,4.24,7.81,0.13,10.4,1.6806,0.04,0,2026-01-30 11:46:42
71276,14084,952001,国泰海通君得利短债A,2026-01-29,1.0485,1.111,0.0,0.05,0.19,0.44,0.79,1.74,4.49,8.25,0.17,10.06,1.6959,0.04,0,2026-01-30 11:46:42
71277,14085,016597,民生加银月月乐30天持有短债C,2026-01-29,1.0784,1.0784,0.0,0.04,0.17,0.4,0.77,1.74,4.39,7.39,0.14,7.84,1.6975,0.0,0,2026-01-30 11:46:42
71278,14086,014992,嘉合磐恒债券C,2026-01-29,1.0338,1.0338,0.0,0.03,0.12,0.26,0.56,1.74,4.5,3.54,0.11,3.38,1.7119,0.0,0,2026-01-30 11:46:42
71279,14087,015953,信澳鑫享债券A,2026-01-29,1.0183,1.0183,0.0,0.25,0.73,0.78,1.72,1.74,4.59,1.62,0.83,1.83,1.7384,0.08,0,2026-01-30 11:46:42
71280,14088,017054,工银稳健丰润90天持有中短债A,2026-01-29,1.0972,1.0972,0.0,0.04,0.15,0.38,0.83,1.74,4.55,9.08,0.12,9.72,1.7056,0.02,0,2026-01-30 11:46:42
71281,14089,018567,恒生前海恒源泓利债券C,2026-01-29,1.0358,1.4408,0.0,-0.02,0.24,0.44,0.68,1.74,3.51,,0.27,45.56,1.6786,0.0,0,2026-01-30 11:46:42
71282,14090,019594,嘉实稳宁纯债债券A,2026-01-29,1.0632,1.0632,0.01,0.02,0.16,0.35,0.68,1.74,,,0.13,6.32,1.6735,0.03,0,2026-01-30 11:46:42
71283,14091,020535,国投瑞银恒扬30天持有期债券C,2026-01-29,1.0311,1.0311,0.0,0.01,0.07,0.5,0.75,1.74,,,0.05,3.11,1.6964,0.0,0,2026-01-30 11:46:42
71284,14092,020895,汇添富稳鼎120天滚动持有债券A,2026-01-29,1.0469,1.0469,0.01,0.04,0.24,0.47,0.86,1.74,,,0.2,4.69,1.6901,0.01,0,2026-01-30 11:46:42
71285,14093,021676,平安双季鑫6个月持有债券C,2026-01-29,1.0254,1.0254,-0.01,0.02,0.12,0.82,2.04,1.74,,,0.09,2.54,1.6556,0.0,0,2026-01-30 11:46:42
71286,14094,002549,嘉实稳祥纯债债券A,2026-01-29,1.1568,1.4016,-0.02,0.03,0.14,0.24,0.69,1.73,4.69,8.52,0.13,42.24,1.6878,0.08,0,2026-01-30 11:46:42
71287,14095,006170,工银瑞福纯债债券C,2026-01-29,1.1639,1.194,0.01,0.04,0.44,0.77,1.1,1.73,4.83,6.82,0.41,19.61,1.7039,0.0,0,2026-01-30 11:46:42
71288,14096,007167,华安安和债券A,2026-01-29,1.0242,1.2242,0.02,0.08,0.31,0.45,0.77,1.73,5.77,12.36,0.29,24.55,1.6737,0.08,0,2026-01-30 11:46:42
71289,14097,008530,汇安信利债券C,2026-01-29,0.9272,1.0299,0.22,0.32,0.71,0.65,0.76,1.73,5.94,-2.52,0.66,2.58,1.7783,0.0,0,2026-01-30 11:46:42
71290,14098,013156,兴银稳安60天滚动持有债券E,2026-01-29,1.1472,1.1472,0.01,0.03,0.19,0.42,0.81,1.73,4.46,9.13,0.17,13.71,1.6751,0.0,0,2026-01-30 11:46:42
71291,14099,015720,平安元悦60天滚动持有短债A,2026-01-29,1.099,1.099,0.01,0.05,0.13,0.34,0.78,1.73,5.53,8.74,0.12,9.9,1.6839,0.03,0,2026-01-30 11:46:42
71292,14100,016787,万家家享中短债D,2026-01-29,1.0543,1.1584,0.0,0.02,0.17,0.4,0.74,1.73,4.8,10.02,0.14,10.42,1.6914,0.0,0,2026-01-30 11:46:42
71293,14101,017990,易方达安益90天持有债券C,2026-01-29,1.067,1.067,0.01,0.04,0.14,0.36,0.71,1.73,4.01,,0.12,6.7,1.6675,0.0,0,2026-01-30 11:46:42
71294,14102,020789,银华季季鑫90天持有期债券A,2026-01-29,1.0756,1.0756,0.0,0.04,0.15,0.42,0.86,1.73,,,0.13,7.56,1.702,0.03,0,2026-01-30 11:46:42
71295,14103,021156,华安中债1-5年国开行债券ETF联接E,2026-01-29,1.1227,1.1697,0.01,0.06,0.17,1.27,1.55,1.73,,,0.17,4.8,1.6846,0.0,0,2026-01-30 11:46:42
71296,14104,022138,平安元泓30天滚动持有短债E,2026-01-29,1.1217,1.1217,0.01,0.06,0.22,0.56,0.87,1.73,,,0.21,2.44,1.7046,0.0,0,2026-01-30 11:46:42
71297,14105,020910,东方红欣和稳健3个月持有混合(FOF)C,2026-01-27,1.0227,1.0227,-0.02,0.27,0.11,0.31,1.06,1.73,,,0.44,2.27,,0.0,0,2026-01-30 11:46:42
71298,14106,540005,汇丰晋信平稳增利中短债债券A,2026-01-29,1.1196,1.4804,0.02,0.04,0.21,0.42,0.81,1.72,4.46,7.66,0.2,56.09,1.6664,0.08,0,2026-01-30 11:46:42
71299,14107,003545,东兴兴利债券A,2026-01-29,1.1514,1.3014,-0.04,0.11,0.45,0.4,0.54,1.72,4.79,9.32,0.45,32.57,1.615,0.08,0,2026-01-30 11:46:42
71300,14108,002927,长盛盛和纯债A,2026-01-29,1.0958,1.2886,0.0,0.04,0.37,0.61,0.91,1.72,6.58,12.02,0.33,31.65,1.6629,0.08,0,2026-01-30 11:46:42
71301,14109,519762,交银裕通纯债债券A,2026-01-29,1.1378,1.3528,0.01,0.07,0.41,0.62,0.96,1.72,6.51,14.15,0.4,39.99,1.6437,0.08,0,2026-01-30 11:46:42
71302,14110,003227,中信保诚稳健债券C,2026-01-29,1.0438,1.3419,-0.04,0.1,0.73,1.14,1.47,1.72,5.51,10.01,0.76,39.1,1.6259,0.0,0,2026-01-30 11:46:42
71303,14111,005145,东吴优益债券C,2026-01-29,1.1723,1.2223,-0.26,0.2,0.57,0.68,1.32,1.72,12.09,11.01,0.84,23.05,1.6563,0.0,0,2026-01-30 11:46:42
71304,14112,006542,财通资管鸿利中短债债券A,2026-01-29,1.1224,1.2374,0.0,0.04,0.2,0.45,0.89,1.72,5.08,9.07,0.18,25.51,1.6629,0.04,0,2026-01-30 11:46:42
71305,14113,000674,中海中短债债券A,2026-01-29,0.9249,1.2356,0.0,0.05,0.15,0.35,0.73,1.72,4.61,7.02,0.14,25.24,1.6462,0.04,0,2026-01-30 11:46:42
71306,14114,009617,东兴兴利债券C,2026-01-29,1.1504,1.3004,-0.04,0.11,0.45,0.4,0.54,1.72,4.75,9.27,0.45,21.37,1.6075,0.0,0,2026-01-30 11:46:42
71307,14115,009464,东方臻慧纯债债券C,2026-01-29,1.0724,1.1851,0.01,0.09,0.39,0.6,0.87,1.72,5.01,10.05,0.38,19.68,1.6708,0.0,0,2026-01-30 11:46:42
71308,14116,009403,平安惠盈纯债C,2026-01-29,1.24,1.262,0.0,0.08,0.49,0.98,1.14,1.72,5.34,11.1,0.49,16.97,1.6393,0.0,0,2026-01-30 11:46:42
71309,14117,014636,国联安中短债债券A,2026-01-29,1.0386,1.0956,0.0,0.04,0.2,0.43,0.82,1.72,4.47,9.28,0.17,9.75,1.674,0.04,0,2026-01-30 11:46:42
71310,14118,015792,金鹰稳进配置六个月持有混合发起(FOF)A,2026-01-27,1.0507,1.0507,0.05,0.38,0.87,0.83,1.01,1.72,3.7,5.21,0.97,5.07,,0.02,0,2026-01-30 11:46:42
71311,14119,016035,建信鑫福60天持有中短债债券C,2026-01-29,1.1012,1.1012,0.01,0.05,0.22,0.42,0.84,1.72,4.67,9.12,0.21,10.12,1.6711,0.0,0,2026-01-30 11:46:42
71312,14120,016239,泰信添鑫中短债债券A,2026-01-29,1.0964,1.0964,0.0,0.03,0.16,0.37,0.71,1.72,3.36,8.63,0.14,9.64,1.6597,0.04,0,2026-01-30 11:46:42
71313,14121,018150,国投瑞银恒安30天持有期债券C,2026-01-29,1.0592,1.0592,0.0,0.03,0.18,0.39,0.76,1.72,4.61,,0.17,5.92,1.6604,0.0,0,2026-01-30 11:46:42
71314,14122,020083,易方达投资级信用债债券D,2026-01-29,1.1536,1.2356,0.0,0.03,0.44,0.71,1.06,1.72,5.61,,0.39,7.35,1.675,0.08,0,2026-01-30 11:46:42
71315,14123,020540,银华安泰债券C,2026-01-29,1.0355,1.0355,0.0,0.03,0.12,0.34,0.68,1.72,,,0.1,3.55,1.6791,0.0,0,2026-01-30 11:46:42
71316,14124,020727,兴业稳瑞90天持有期债券A,2026-01-29,1.0581,1.0581,0.02,0.05,0.2,0.46,0.88,1.72,,,0.19,5.81,1.6329,0.04,0,2026-01-30 11:46:42
71317,14125,011797,新华中债0-3年政策性金融债指数C,2026-01-29,1.0339,1.0339,0.01,0.06,0.12,0.28,-0.22,1.72,,,0.12,3.39,1.6518,0.0,0,2026-01-30 11:46:42
71318,14126,022103,交银裕通纯债债券D,2026-01-29,1.0946,1.1396,0.0,0.07,0.41,0.62,0.96,1.72,,,0.39,3.63,1.6463,0.09,0,2026-01-30 11:46:42
71319,14127,019621,汇安行业优选混合C,2026-01-29,1.0187,1.0187,-1.21,-0.75,-1.54,-8.27,-4.77,1.72,,,0.29,1.87,2.2997,0.0,0,2026-01-30 11:46:42
71320,14128,012336,工银稳健回报60天持有期短债A,2026-01-29,1.1189,1.1189,0.01,0.03,0.12,0.23,0.63,1.72,4.66,7.84,0.09,11.89,1.6904,0.04,0,2026-01-30 11:46:42
71321,14129,519723,交银双轮动债券A/B,2026-01-29,1.0609,1.5359,0.0,0.05,0.21,0.45,0.85,1.71,3.92,9.47,0.2,65.81,1.6437,0.08,0,2026-01-30 11:46:42
71322,14130,110037,易方达纯债债券A,2026-01-29,1.1105,1.6215,0.01,0.08,0.32,0.55,0.75,1.71,6.34,11.21,0.33,75.83,1.6231,0.08,0,2026-01-30 11:46:42
71323,14131,006390,金鹰添祥中短债C,2026-01-29,1.1059,1.2317,0.01,0.05,0.22,0.45,0.84,1.71,4.96,7.97,0.2,24.52,1.6733,0.0,0,2026-01-30 11:46:42
71324,14132,006443,永赢裕益债券A,2026-01-29,1.0273,1.272,-0.01,0.23,0.77,0.41,0.21,1.71,6.68,10.39,0.8,30.59,1.6239,0.08,0,2026-01-30 11:46:42
71325,14133,006637,华富恒欣纯债债券C,2026-01-29,1.0946,1.1766,0.01,0.07,0.44,0.58,0.88,1.71,5.68,11.68,0.45,18.23,1.6625,0.0,0,2026-01-30 11:46:42
71326,14134,006808,西部利得添盈短债债券E,2026-01-29,1.1204,1.1204,0.0,0.04,0.22,0.68,0.93,1.71,3.77,6.65,0.2,12.04,1.6697,0.0,0,2026-01-30 11:46:42
